"Designer Silk Saree",designer-silk-saree,sayuri-designer,"sarees designer-sarees",SAREE-RED-OS,"Red - One Size",4999.00,3999.00,1,"color:red:#FF0000|pattern:floral|material:silk|size:onesize","percentage",20,1,SAREE-RED-OS-BC,2,"Luxury Details>>Pure silk with gold border|Traditional craftsmanship|Elegant draping##Care Instructions>>Dry clean only|Store in cool dry place|Handle with care","Red silk saree with floral pattern"
"Designer Silk Saree",,sayuri-designer,"sarees designer-sarees",SAREE-GRN-OS,"Green - One Size",4999.00,3999.00,1,"color:green:#008000|pattern:paisley|material:silk|size:onesize","percentage",20,1,SAREE-GRN-OS-BC,2,"Luxury Details>>Pure silk with gold border|Traditional craftsmanship|Elegant draping##Care Instructions>>Dry clean only|Store in cool dry place|Handle with care","Green silk saree with paisley pattern"
"Designer Silk Saree",,sayuri-designer,"sarees designer-sarees",SAREE-BLU-OS,"Blue - One Size",5499.00,,1,"color:blue:#0000FF|pattern:geometric|material:silk|size:onesize",,,,SAREE-BLU-OS-BC,2,"Luxury Details>>Pure silk with gold border|Traditional craftsmanship|Elegant draping##Care Instructions>>Dry clean only|Store in cool dry place|Handle with care","Blue silk saree with geometric pattern"
"Sports Running Shoes",sports-running-shoes,other,footwear-1,SHOES-BLK-7,"Black - Size 7",2499.00,1999.00,1,"color:black:#000000|size:7|type:running|material:synthetic","percentage",20,1,SHOES-BLK-7-BC,3,"Performance Features>>Lightweight breathable design|Superior cushioning|Non-slip sole##Care Instructions>>Wipe with damp cloth|Air dry only|Do not machine wash","Black running shoes size 7"
"Sports Running Shoes",,other,footwear-1,SHOES-BLK-8,"Black - Size 8",2499.00,1999.00,1,"color:black:#000000|size:8|type:running|material:synthetic","percentage",20,1,SHOES-BLK-8-BC,3,"Performance Features>>Lightweight breathable design|Superior cushioning|Non-slip sole##Care Instructions>>Wipe with damp cloth|Air dry only|Do not machine wash","Black running shoes size 8"
"Sports Running Shoes",,other,footwear-1,SHOES-BLK-9,"Black - Size 9",2499.00,1999.00,1,"color:black:#000000|size:9|type:running|material:synthetic","percentage",20,1,SHOES-BLK-9-BC,3,"Performance Features>>Lightweight breathable design|Superior cushioning|Non-slip sole##Care Instructions>>Wipe with damp cloth|Air dry only|Do not machine wash","Black running shoes size 9"
"Sports Running Shoes",,other,footwear-1,SHOES-WHT-7,"White - Size 7",2499.00,,1,"color:white:#FFFFFF|size:7|type:running|material:synthetic",,,,SHOES-WHT-7-BC,3,"Performance Features>>Lightweight breathable design|Superior cushioning|Non-slip sole##Care Instructions>>Wipe with damp cloth|Air dry only|Do not machine wash","White running shoes size 7"
"Sports Running Shoes",,other,footwear-1,SHOES-WHT-8,"White - Size 8",2499.00,,1,"color:white:#FFFFFF|size:8|type:running|material:synthetic",,,,SHOES-WHT-8-BC,3,"Performance Features>>Lightweight breathable design|Superior cushioning|Non-slip sole##Care Instructions>>Wipe with damp cloth|Air dry only|Do not machine wash","White running shoes size 8"
"Sports Running Shoes",,other,footwear-1,SHOES-WHT-9,"White - Size 9",2499.00,,1,"color:white:#FFFFFF|size:9|type:running|material:synthetic",,,,SHOES-WHT-9-BC,3,"Performance Features>>Lightweight breathable design|Superior cushioning|Non-slip sole##Care Instructions>>Wipe with damp cloth|Air dry only|Do not machine wash","White running shoes size 9"
"Gold Plated Necklace",gold-plated-necklace,adorify,jewellery,NECKLACE-16,"16 Inch Chain",1999.00,1599.00,1,"length:16|style:classic|material:goldplated|type:necklace","percentage",20,1,NECKLACE-16-BC,5,"Jewelry Details>>24k gold plated premium quality|Elegant classic design|Hypoallergenic material##Care Instructions>>Store in jewelry box|Avoid water contact|Clean with soft cloth","16 inch gold plated necklace"
"Gold Plated Necklace",,adorify,jewellery,NECKLACE-18,"18 Inch Chain",2199.00,1799.00,1,"length:18|style:classic|material:goldplated|type:necklace","percentage",18,1,NECKLACE-18-BC,5,"Jewelry Details>>24k gold plated premium quality|Elegant classic design|Hypoallergenic material##Care Instructions>>Store in jewelry box|Avoid water contact|Clean with soft cloth","18 inch gold plated necklace"
"Gold Plated Necklace",,adorify,jewellery,NECKLACE-20,"20 Inch Chain",2399.00,,1,"length:20|style:classic|material:goldplated|type:necklace",,,,NECKLACE-20-BC,5,"Jewelry Details>>24k gold plated premium quality|Elegant classic design|Hypoallergenic material##Care Instructions>>Store in jewelry box|Avoid water contact|Clean with soft cloth","20 inch gold plated necklace"
"Winter Wool Sweater",winter-wool-sweater,other,"sweater winter-wear",SWEATER-GRY-S,"Grey - Small",1799.00,1399.00,1,"color:grey:#808080|size:S|material:wool|style:casual","percentage",22,1,SWEATER-GRY-S-BC,4,"Warmth & Comfort>>100% wool warm and cozy|Soft knit texture|Perfect for cold weather##Care Instructions>>Hand wash cold|Lay flat to dry|Do not wring","Grey wool sweater in small size"
"Winter Wool Sweater",,other,"sweater winter-wear",SWEATER-GRY-M,"Grey - Medium",1799.00,1399.00,1,"color:grey:#808080|size:M|material:wool|style:casual","percentage",22,1,SWEATER-GRY-M-BC,4,"Warmth & Comfort>>100% wool warm and cozy|Soft knit texture|Perfect for cold weather##Care Instructions>>Hand wash cold|Lay flat to dry|Do not wring","Grey wool sweater in medium size"
"Winter Wool Sweater",,other,"sweater winter-wear",SWEATER-GRY-L,"Grey - Large",1799.00,1399.00,1,"color:grey:#808080|size:L|material:wool|style:casual","percentage",22,1,SWEATER-GRY-L-BC,4,"Warmth & Comfort>>100% wool warm and cozy|Soft knit texture|Perfect for cold weather##Care Instructions>>Hand wash cold|Lay flat to dry|Do not wring","Grey wool sweater in large size"
"Winter Wool Sweater",,other,"sweater winter-wear",SWEATER-BLK-S,"Black - Small",1899.00,,1,"color:black:#000000|size:S|material:wool|style:casual",,,,SWEATER-BLK-S-BC,4,"Warmth & Comfort>>100% wool warm and cozy|Soft knit texture|Perfect for cold weather##Care Instructions>>Hand wash cold|Lay flat to dry|Do not wring","Black wool sweater in small size"
"Winter Wool Sweater",,other,"sweater winter-wear",SWEATER-BLK-M,"Black - Medium",1899.00,,1,"color:black:#000000|size:M|material:wool|style:casual",,,,SWEATER-BLK-M-BC,4,"Warmth & Comfort>>100% wool warm and cozy|Soft knit texture|Perfect for cold weather##Care Instructions>>Hand wash cold|Lay flat to dry|Do not wring","Black wool sweater in medium size"
"Winter Wool Sweater",,other,"sweater winter-wear",SWEATER-BLK-L,"Black - Large",1899.00,,1,"color:black:#000000|size:L|material:wool|style:casual",,,,SWEATER-BLK-L-BC,4,"Warmth & Comfort>>100% wool warm and cozy|Soft knit texture|Perfect for cold weather##Care Instructions>>Hand wash cold|Lay flat to dry|Do not wring","Black wool sweater in large size"
"Casual Canvas Sneakers",casual-canvas-sneakers,other,footwear-1,SNEAKER-WHT-7,"White - Size 7",1299.00,999.00,1,"color:white:#FFFFFF|size:7|material:canvas|style:casual","percentage",23,1,SNEAKER-WHT-7-BC,5,"Casual Style>>Canvas upper rubber sole|Comfortable daily wear|Versatile styling##Care Instructions>>Machine wash cold|Air dry only|Remove laces before washing","White canvas sneakers size 7"
"Casual Canvas Sneakers",,other,footwear-1,SNEAKER-WHT-8,"White - Size 8",1299.00,999.00,1,"color:white:#FFFFFF|size:8|material:canvas|style:casual","percentage",23,1,SNEAKER-WHT-8-BC,5,"Casual Style>>Canvas upper rubber sole|Comfortable daily wear|Versatile styling##Care Instructions>>Machine wash cold|Air dry only|Remove laces before washing","White canvas sneakers size 8"
"Casual Canvas Sneakers",,other,footwear-1,SNEAKER-WHT-9,"White - Size 9",1299.00,999.00,1,"color:white:#FFFFFF|size:9|material:canvas|style:casual","percentage",23,1,SNEAKER-WHT-9-BC,5,"Casual Style>>Canvas upper rubber sole|Comfortable daily wear|Versatile styling##Care Instructions>>Machine wash cold|Air dry only|Remove laces before washing","White canvas sneakers size 9"
"Casual Canvas Sneakers",,other,footwear-1,SNEAKER-BLK-7,"Black - Size 7",1299.00,,1,"color:black:#000000|size:7|material:canvas|style:casual",,,,SNEAKER-BLK-7-BC,5,"Casual Style>>Canvas upper rubber sole|Comfortable daily wear|Versatile styling##Care Instructions>>Machine wash cold|Air dry only|Remove laces before washing","Black canvas sneakers size 7"
"Casual Canvas Sneakers",,other,footwear-1,SNEAKER-BLK-8,"Black - Size 8",1299.00,,1,"color:black:#000000|size:8|material:canvas|style:casual",,,,SNEAKER-BLK-8-BC,5,"Casual Style>>Canvas upper rubber sole|Comfortable daily wear|Versatile styling##Care Instructions>>Machine wash cold|Air dry only|Remove laces before washing","Black canvas sneakers size 8"
"Casual Canvas Sneakers",,other,footwear-1,SNEAKER-BLK-9,"Black - Size 9",1299.00,,1,"color:black:#000000|size:9|material:canvas|style:casual",,,,SNEAKER-BLK-9-BC,5,"Casual Style>>Canvas upper rubber sole|Comfortable daily wear|Versatile styling##Care Instructions>>Machine wash cold|Air dry only|Remove laces before washing","Black canvas sneakers size 9"
"Leather Handbag",leather-handbag,other,"bags accessories",HANDBAG-BRN-OS,"Brown - One Size",3999.00,3199.00,1,"color:brown:#A52A2A|material:leather|size:onesize|type:handbag","percentage",20,1,HANDBAG-BRN-OS-BC,2,"Premium Quality>>Genuine leather premium quality|Spacious compartments|Durable construction##Care Instructions>>Clean with leather conditioner|Store in dust bag|Avoid water exposure","Brown leather handbag one size"
"Diamond Stud Earrings",diamond-stud-earrings,adorify,jewellery,EARRING-DIA-OS,"Diamond - One Size",9999.00,,1,"material:diamond|type:stud|size:onesize|style:classic",,,,EARRING-DIA-OS-BC,1,"Luxury Jewelry>>Real diamond premium jewelry|Classic stud design|Elegant sparkle##Care Instructions>>Store in jewelry box|Clean with soft brush|Professional cleaning recommended","Diamond stud earrings one size"
"Winter Jacket",winter-jacket,other,"jackets winter-wear",JACKET-BLK-L,"Black - Large",4999.00,3999.00,1,"color:black:#000000|size:L|material:synthetic|style:winter","percentage",20,1,JACKET-BLK-L-BC,2,"Winter Protection>>Waterproof warm winter jacket|Insulated lining|Wind resistant##Care Instructions>>Machine wash cold|Tumble dry low|Do not iron directly","Black winter jacket large size"
"Sports Water Bottle",sports-water-bottle,other,"water-bottle accessories",BOTTLE-BLU-750,"Blue - 750ml",499.00,399.00,1,"color:blue:#0000FF|capacity:750ml|material:stainless|type:bottle","percentage",20,1,BOTTLE-BLU-750-BC,10,"Sports Features>>Insulated stainless steel|Leak-proof design|Easy grip handle##Care Instructions>>Hand wash recommended|Do not microwave|BPA free material","Blue sports water bottle 750ml"
